loss_pct_per_direction,fec_k,runs,delivered_median,delivered_min,delivered_max,missing_median,missing_min,missing_max,end_to_end_missing_pct_median,end_to_end_missing_pct_min,end_to_end_missing_pct_max,p50_us_median,p50_us_min,p50_us_max,p99_us_median,p99_us_min,p99_us_max,p999_us_median,p999_us_min,p999_us_max,p9999_us_median,p9999_us_min,p9999_us_max,max_us_median,max_us_min,max_us_max,fec_recovered_both_directions_median,fec_recovered_both_directions_min,fec_recovered_both_directions_max
0.0,0,2,3000000.0,3000000,3000000,0.0,0,0,0.0,0.0,0.0,53.5925,52.634,54.551,85.6415,75.004,96.279,140.066,112.179,167.953,164.2555,140.597,187.914,205.071,171.38,238.762,0.0,0,0
0.0,8,2,3000000.0,3000000,3000000,0.0,0,0,0.0,0.0,0.0,61.7765,57.304,66.249,120.265,90.922,149.608,170.469,141.683,199.255,193.9985,163.602,224.395,269.659,247.946,291.372,0.0,0,0
0.01,0,2,2999366.0,2999366,2999366,634.0,634,634,0.021133,0.021133,0.021133,54.9815,54.885,55.078,109.0065,96.506,121.507,172.0925,159.874,184.311,199.7355,189.292,210.179,279.012,257.208,300.816,0.0,0,0
0.01,8,2,3000000.0,3000000,3000000,0.0,0,0,0.0,0.0,0.0,57.008,56.472,57.544,102.7575,82.91,122.605,161.659,149.498,173.82,184.6905,173.25,196.131,242.1965,200.058,284.335,653.5,647,660
0.1,0,2,2993759.0,2993759,2993759,6241.0,6241,6241,0.208033,0.208033,0.208033,54.052,53.722,54.382,99.0265,81.866,116.187,169.7215,150.813,188.63,201.674,171.819,231.529,257.0785,193.455,320.702,0.0,0,0
0.1,8,2,2999960.5,2999958,2999963,39.5,37,42,0.001316,0.001233,0.0014,57.1085,56.617,57.6,139.4545,127.974,150.935,186.324,178.709,193.939,226.716,200.609,252.823,300.154,278.08,322.228,6188.0,6175,6201
1.0,0,2,2937685.0,2937685,2937685,62315.0,62315,62315,2.077167,2.077167,2.077167,53.3305,53.068,53.593,101.1695,88.061,114.278,169.138,157.609,180.667,193.2885,180.744,205.833,270.3655,267.137,273.594,0.0,0,0
1.0,8,2,2995096.0,2995085,2995107,4904.0,4893,4915,0.163467,0.1631,0.163833,59.7725,57.81,61.735,108.537,85.216,131.858,171.9875,160.38,183.595,206.8285,185.955,227.702,264.6705,209.329,320.012,57508.5,57497,57520
